DIAMD_NO	STOCK_NO	PARENT_ITEM_NO_ALT	BOUNCE_USE_ITEM	FULL_TITLE	MAIN_DESC	VARIANT_DESC	SERIES_CODE	ISSUE_NO	ISSUE_SEQ_NO	VOLUME_TAG	MAX_ISSUE	PRICE	PUBLISHER	UPC_NO	SHORT_ISBN_NO	EAN_NO	CARDS_PER_PACK	PACK_PER_BOX	BOX_PER_CASE	DISCOUNT_CODE	INCREMENT	PRNT_DATE	FOC_VENDOR	SHIP_DATE	SRP	CATEGORY	GENRE	BRAND_CODE	MATURE	ADULT	OA	CAUT1	CAUT2	CAUT3	RESOL	NOTE_PRICE	ORDER_FORM_NOTES	PAGE	WRITER	ARTIST	COVER_ARTIST
AUG120567	STK475237			A PLUS X #1 MCGUINNESS VAR	A PLUS X	MCGUINNESS VAR	130766	1	3			3.99	MARVEL COMICS	75960607899800121			0	0	0	D4	10	10/8/2012	Y	10/31/2012	3.99	1	SH	XM	N	N	N	0	0	0	N	N	(NOTE: You may order 1 variant for every 25 regular you purchase.)	5	Loeb, Jeph	Keown, Dale	McGuinness, Ed
AUG120568	STK475241			A PLUS X #1 YOUNG BABY VAR	A PLUS X	YOUNG BABY VAR	130766	1	6			3.99	MARVEL COMICS	75960607899800141			0	0	0	D4	10	10/8/2012	Y	10/31/2012	3.99	1	SH	XM	N	N	N	0	0	0	N	N	(NOTE: Exceed orders for AVX VS #2 (MAR120528) with orders for A Plus X #1 reg cvr, and this variant is order all you want.)	5	Loeb, Jeph	Keown, Dale	Young, Skottie
AUG120569	STK474713			AVX CONSEQUENCES #1 (OF 5)	AVX CONSEQUENCES		130739	1	0		5	3.99	MARVEL COMICS	75960607834900111			0	0	0	D4	10	9/17/2012	Y	10/10/2012	3.99	1	SH	XM	N	N	N	0	0	0	N	N		7	Gillen, Kieron	Raney, Tom	Zircher, Patrick
AUG120570	STK475242			AVX CONSEQUENCES #1 (OF 5) RIVERA VAR	AVX CONSEQUENCES	RIVERA VAR	130739	1	1		5	3.99	MARVEL COMICS	75960607834900121			0	0	0	D4	10	9/17/2012	Y	10/10/2012	3.99	1	SH	XM	N	N	N	0	0	0	N	N	(NOTE: You may order 1 variant for every 20 regular you purchase.)	7	Gillen, Kieron	Raney, Tom	Rivera, Paolo
AUG120571	STK474720			AVX CONSEQUENCES #2 (OF 5)	AVX CONSEQUENCES		130739	2	0		5	3.99	MARVEL COMICS	75960607834900211			0	0	0	D4	10	9/17/2012	Y	10/10/2012	3.99	1	SH	XM	N	N	N	0	0	0	N	N		7	Gillen, Kieron	Brooks, Mark	Zircher, Patrick
AUG120572	STK475243			AVX CONSEQUENCES #2 (OF 5) VAR	AVX CONSEQUENCES	VAR	130739	2	1		5	3.99	MARVEL COMICS	75960607834900221			0	0	0	D4	10	9/17/2012	Y	10/10/2012	3.99	1	SH	XM	N	N	N	0	0	0	N	N	(NOTE: You may order 1 variant for every 25 regular you purchase.)	7	Gillen, Kieron	Brooks, Mark	TBD,
AUG120573	STK474724			AVX CONSEQUENCES #3 (OF 5)	AVX CONSEQUENCES		130739	3	0		5	3.99	MARVEL COMICS	75960607834900311			0	0	0	D4	10	9/24/2012	Y	10/17/2012	3.99	1	SH	XM	N	N	N	0	0	0	N	N		7	Gillen, Kieron	Kurth, Steve	Zircher, Patrick
AUG120574	STK475244			AVX CONSEQUENCES #3 (OF 5) VAR	AVX CONSEQUENCES	VAR	130739	3	1		5	3.99	MARVEL COMICS	75960607834900321			0	0	0	D4	10	9/24/2012	Y	10/17/2012	3.99	1	SH	XM	N	N	N	0	0	0	N	N	(NOTE: You may order 1 variant for every 30 regular you purchase.)	7	Gillen, Kieron	Kurth, Steve	TBD,
AUG120575	STK474727			AVX CONSEQUENCES #4 (OF 5)	AVX CONSEQUENCES		130739	4	0		5	3.99	MARVEL COMICS	75960607834900411			0	0	0	D4	10	10/1/2012	Y	10/24/2012	3.99	1	SH	XM	N	N	N	0	0	0	N	N		7	Gillen, Kieron	Eaglesham, Dale	Zircher, Patrick
AUG120576	STK475245			AVX CONSEQUENCES #4 (OF 5) VAR	AVX CONSEQUENCES	VAR	130739	4	1		5	3.99	MARVEL COMICS	75960607834900421			0	0	0	D4	10	10/1/2012	Y	10/24/2012	3.99	1	SH	XM	N	N	N	0	0	0	N	N	(NOTE: You may order 1 variant for every 40 regular you purchase.)	7	Gillen, Kieron	Eaglesham, Dale	TBD,
AUG120577	STK474729			AVX CONSEQUENCES #5 (OF 5)	AVX CONSEQUENCES		130739	5	0		5	3.99	MARVEL COMICS	75960607834900511			0	0	0	D4	10	10/8/2012	Y	10/31/2012	3.99	1	SH	XM	N	N	N	0	0	0	N	N		7	Gillen, Kieron	TBD,	TBD,
AUG120578	STK475246			AVX CONSEQUENCES #5 (OF 5) VAR	AVX CONSEQUENCES	VAR	130739	5	1		5	3.99	MARVEL COMICS	75960607834900521			0	0	0	D4	10	10/8/2012	Y	10/31/2012	3.99	1	SH	XM	N	N	N	0	0	0	N	N	(NOTE: You may order 1 variant for every 50 regular you purchase.)	7	Gillen, Kieron	TBD,	TBD,
AUG120579	STK475097			A-BABIES VS X-BABIES #1	A-BABIES VS X-BABIES #1		0		0			3.99	MARVEL COMICS	75960607844800111			0	0	0	D4	10	9/24/2012	Y	10/17/2012	3.99	1	SH	XM	N	N	N	0	0	0	N	N		8	Young, Skottie	Gurihiru,	Young, Skottie
AUG120580	STK475067			THANOS SON OF TITAN #1 (OF 5)	THANOS SON OF TITAN		130764	1	0		5	2.99	MARVEL COMICS	75960607842400111			0	0	0	D4	10	9/24/2012	Y	10/17/2012	2.99	1	SH	MH	N	N	N	0	0	0	N	N		9	Keatinge, Joe	Elson, Richard	McGuinness, Ed
AUG120581	STK475266			THANOS SON OF TITAN #1 (OF 5) DJURDJEVIC VAR	THANOS SON OF TITAN	DJURDJEVIC VAR	130764	1	1		5	2.99	MARVEL COMICS	75960607842400121			0	0	0	D4	10	9/24/2012	Y	10/17/2012	2.99	1	SH	MH	N	N	N	0	0	0	N	N	(NOTE: Exceed orders for AVENGERS ASSEMBLE #3 (MAR120548) with orders for Thanos: Son of Titan #1 reg cvr, and this variant is order all you want.)	9	Keatinge, Joe	Elson, Richard	Djurdjevic, Marko
AUG120582	STK474643			AVENGERS #31 AXFO	AVENGERS	AXFO	127205	31	0			3.99	MARVEL COMICS	75960607015203111			0	0	0	D4	10	9/17/2012	Y	10/10/2012	3.99	1	SH	MH	N	N	N	0	0	0	N	N		10	Bendis, Brian Michael	Peterson, Brandon	Peterson, Brandon
AUG120583	STK475307			AVENGERS #31 KOMEN VAR AXFO	AVENGERS	KOMEN VAR AXFO	127205	31	1			3.99	MARVEL COMICS	75960607015203121			0	0	0	D4	10	9/17/2012	Y	10/10/2012	3.99	1	SH	MH	N	N	N	0	0	0	N	N	(NOTE: Exceed orders for AVENGERS #26 ( MAR120538) with orders for Avengers #31 reg cvr, and this variant is order all you want.)	10	Bendis, Brian Michael	Peterson, Brandon	Ferry, Pasqual
AUG120584	STK474676			AVENGERS #32 AXFO	AVENGERS	AXFO	127205	32	0			3.99	MARVEL COMICS	75960607015203211			0	0	0	D4	10	10/1/2012	Y	10/24/2012	3.99	1	SH	MH	N	N	N	0	0	0	N	N		11	Bendis, Brian Michael	Mayhew, Mike	Peterson, Brandon
AUG120585	STK474665			NEW AVENGERS #31 AXFO	NEW AVENGERS	AXFO	127374	31	0			3.99	MARVEL COMICS	75960607247703111			0	0	0	D4	10	9/24/2012	Y	10/17/2012	3.99	1	SH	MH	N	N	N	0	0	0	N	N		12	Bendis, Brian Michael	Gaydos, Michael	Deodato, Mike
AUG120586	STK474696			NEW AVENGERS #32 AXFO	NEW AVENGERS	AXFO	127374	32	0			3.99	MARVEL COMICS	75960607247703211			0	0	0	D4	10	10/8/2012	Y	10/31/2012	3.99	1	SH	MH	N	N	N	0	0	0	N	N		13	Bendis, Brian Michael	Pacheco, Carlos	Deodato, Mike
AUG120587	STK474667			SECRET AVENGERS #32	SECRET AVENGERS		127232	32	0			3.99	MARVEL COMICS	75960607014503211			0	0	0	D4	10	9/17/2012	Y	10/10/2012	3.99	1	SH	MH	N	N	N	0	0	0	N	N		14	Remender, Rick	Scalera, Matteo	Adams, Arthur
AUG120588	STK474697			SECRET AVENGERS #33	SECRET AVENGERS		127232	33	0			3.99	MARVEL COMICS	75960607014503311			0	0	0	D4	10	10/1/2012	Y	10/24/2012	3.99	1	SH	MH	N	N	N	0	0	0	N	N		14	Remender, Rick	Kuhn, Andy	Adams, Arthur
AUG120589	STK474659			AVENGERS ASSEMBLE #8	AVENGERS ASSEMBLE		129950	8	0			3.99	MARVEL COMICS	75960607749600811			0	0	0	D4	10	9/17/2012	Y	10/10/2012	3.99	1	SH	MH	N	N	N	0	0	0	N	N		15	Bendis, Brian Michael	Bagley, Mark	Bagley, Mark
AUG120590	STK474644			AVENGERS ACADEMY #38	AVENGERS ACADEMY		127347	38	0			2.99	MARVEL COMICS	75960607016903811			0	0	0	D4	10	9/10/2012	Y	10/3/2012	2.99	1	SH	MH	N	N	N	0	0	0	N	N		16	Gage, Christos N.	Grummett, Tom	Camuncoli, Giuseppe
AUG120591	STK474679			DARK AVENGERS #182	DARK AVENGERS		130296	182	0			2.99	MARVEL COMICS	75960605602618211			0	0	0	D4	10	9/24/2012	Y	10/17/2012	2.99	1	SH	MH	N	N	N	0	0	0	N	N		16	Parker, Jeff	Edwards, Neil	Christopher, John Tyler
AUG120592	STK474648			HAWKEYE #3	HAWKEYE		130492	3	0			2.99	MARVEL COMICS	75960607815800311			0	0	0	D4	10	9/10/2012	Y	10/3/2012	2.99	1	SH	MH	N	N	N	0	0	0	N	N		17	Fraction, Matt	Aja, David	Aja, David
AUG120593	STK475100			MARVEL UNIVERSE VS AVENGERS #1 (OF 4)	MARVEL UNIVERSE VS AVENGERS		130767	1	0		4	3.99	MARVEL COMICS	75960607832500111			0	0	0	D4	10	9/17/2012	Y	10/10/2012	3.99	1	SH	MH	N	N	N	0	0	0	N	N		18	Maberry, Jonathan	Fernandez, Leandro	Kuder, Aaron
AUG120594	STK475098			AVENGING SPIDER-MAN ANNUAL #1	AVENGING SPIDER-MAN ANNUAL #1		0		0			3.99	MARVEL COMICS	75960607850900111			0	0	0	D4	10	10/8/2012	Y	10/31/2012	3.99	1	SH	SM	N	N	N	0	0	0	N	N		19	Williams, Rob	Walker, Brad	Zircher, Patrick
AUG120595	STK474645			AVENGING SPIDER-MAN #13	AVENGING SPIDER-MAN		128890	13	0			4.99	MARVEL COMICS	75960607643701311			0	0	0	D4	10	9/17/2012	Y	10/10/2012	4.99	1	SH	SM	N	N	N	0	0	0	N	N		20	Shinick, Kevin	Kuder, Aaron	Davis, Alan
AUG120596	STK474732			MINIMUM CARNAGE ALPHA #1	MINIMUM CARNAGE ALPHA #1		0		0			3.99	MARVEL COMICS	75960607827100111			0	0	0	D4	10	9/10/2012	Y	10/3/2012	3.99	1	SH	SM	N	N	N	0	0	0	N	N		21	Yost, Christopher	Medina, Lan	Crain, Clayton
AUG120597	STK475263			MINIMUM CARNAGE ALPHA #1 BAGLEY VAR	MINIMUM CARNAGE ALPHA #1 BAGLEY VAR		0		0			3.99	MARVEL COMICS	75960607827100121			0	0	0	D4	10	9/10/2012	Y	10/3/2012	3.99	1	SH	SM	N	N	N	0	0	0	N	N	(NOTE: You may order 1 variant for every 25 regular you purchase.)	21	Yost, Christopher	Medina, Lan	Bagley, Mark
AUG120598	STK474666			SCARLET SPIDER #10	SCARLET SPIDER		129755	10	0			2.99	MARVEL COMICS	75960607736601011			0	0	0	D4	10	9/17/2012	Y	10/10/2012	2.99	1	SH	SM	N	N	N	0	0	0	N	N		22	Yost, Christopher	Pham, Khoi	Stegman, Ryan
AUG120599	STK474684			VENOM #26	VENOM		128538	26	0			2.99	MARVEL COMICS	75960607565202611			0	0	0	D4	10	9/24/2012	Y	10/17/2012	2.99	1	SH	SM	N	N	N	0	0	0	N	N		22	Bunn, Cullen	Shalvey, Declan	Zircher, Patrick
AUG120600	STK474642			AMAZING SPIDER-MAN #695	AMAZING SPIDER-MAN		14987	695	0			3.99	MARVEL COMICS	75960604716169511			0	0	0	D4	10	9/10/2012	Y	10/3/2012	3.99	1	SH	SM	N	N	N	0	0	0	N	N		23	Slott, Dan	Camuncoli, Giuseppe	McNiven, Steve
AUG120601	STK474675			AMAZING SPIDER-MAN #696	AMAZING SPIDER-MAN		14987	696	0			3.99	MARVEL COMICS	75960604716169611			0	0	0	D4	10	9/24/2012	Y	10/17/2012	3.99	1	SH	SM	N	N	N	0	0	0	N	N		23	Slott, Dan	Camuncoli, Giuseppe	McNiven, Steve
AUG120602	STK474669			ULTIMATE COMICS X-MEN #17	ULTIMATE COMICS X-MEN		129306	17	0			3.99	MARVEL COMICS	75960607437201711			0	0	0	D4	10	9/17/2012	Y	10/10/2012	3.99	1	SH	XM	N	N	N	0	0	0	N	N		24	Wood, Brian	Barberi, Carlo	Johnson, Dave
AUG120603	STK474699			ULTIMATE COMICS X-MEN #18	ULTIMATE COMICS X-MEN		129306	18	0			3.99	MARVEL COMICS	75960607437201811			0	0	0	D4	10	10/8/2012	Y	10/31/2012	3.99	1	SH	XM	N	N	N	0	0	0	N	N		24	Wood, Brian	Barberi, Carlo	Johnson, Dave
AUG120604	STK474741			ULTIMATE COMICS IRON MAN #1 (OF 4)	ULTIMATE COMICS IRON MAN		130743	1	0		4	3.99	MARVEL COMICS	75960607831800111			0	0	0	D4	10	9/24/2012	Y	10/17/2012	3.99	1	SH	MH	N	N	N	0	0	0	N	N		25	Edmondson, Nathan	Buffagni, Matteo	Stockton, Frank
AUG120605	STK475290			ULTIMATE COMICS IRON MAN #1 (OF 4) DELLOTTO VAR	ULTIMATE COMICS IRON MAN	DELLOTTO VAR	130743	1	1		4	3.99	MARVEL COMICS	75960607831800121			0	0	0	D4	10	9/24/2012	Y	10/17/2012	3.99	1	SH	MH	N	N	N	0	0	0	N	N	(NOTE: You may order 1 variant for every 20 regular you purchase.)	25	Edmondson, Nathan	Buffagni, Matteo	Dell Otto, Gabriele
AUG120606	STK474698			ULTIMATE COMICS ULTIMATES #17	ULTIMATE COMICS ULTIMATES		129171	17	0			3.99	MARVEL COMICS	75960607616101711			0	0	0	D4	10	10/1/2012	Y	10/24/2012	3.99	1	SH	MH	N	N	N	0	0	0	N	N		26	Humphries, Sam	Ross, Luke	Komarck, Michael
AUG120607	STK474653			ULTIMATE COMICS SPIDER-MAN #16	ULTIMATE COMICS SPIDER-MAN		129308	16	0			3.99	MARVEL COMICS	75960607612301611			0	0	0	D4	10	9/10/2012	Y	10/3/2012	3.99	1	SH	SM	N	N	N	0	0	0	N	N		27	Bendis, Brian Michael	TBD,	Molina, Jorge
AUG120608	STK475075			ULTIMATE COMICS SPIDER-MAN #16.1	ULTIMATE COMICS SPIDER-MAN		129308	16.1	0			2.99	MARVEL COMICS	75960607845500111			0	0	0	D4	10	10/8/2012	Y	10/31/2012	2.99	1	SH	SM	N	N	N	0	0	0	N	N		28	Bendis, Brian Michael	Marquez, David	Pichelli, Sara
AUG120609	STK474656			WINTER SOLDIER #12	WINTER SOLDIER		129756	12	0			2.99	MARVEL COMICS	75960606876001211			0	0	0	D4	10	9/10/2012	Y	10/3/2012	2.99	1	SH	MH	N	N	N	0	0	0	N	N		29	Brubaker, Ed	Guice, Butch	Epting, Steve
AUG120610	STK474690			CAPTAIN AMERICA AND BLACK WIDOW #638	CAPTAIN AMERICA AND BLACK WIDOW		15096	638	0			2.99	MARVEL COMICS	75960605652163811			0	0	0	D4	10	10/1/2012	Y	10/24/2012	2.99	1	SH	MH	N	N	N	0	0	0	N	N		29	Bunn, Cullen	Francavilla, Francesco	Francavilla, Francesco
AUG120611	STK474660			CAPTAIN AMERICA #18	CAPTAIN AMERICA		129063	18	0			3.99	MARVEL COMICS	75960607613001811			0	0	0	D4	10	9/17/2012	Y	10/10/2012	3.99	1	SH	MH	N	N	N	0	0	0	N	N		30	Brubaker, Ed	Eaton, Scot	Epting, Steve
AUG120612	STK475313			CAPTAIN AMERICA #18 KOMEN VAR	CAPTAIN AMERICA	KOMEN VAR	129063	18	1			3.99	MARVEL COMICS	75960607613001821			0	0	0	D4	10	10/1/2012	Y	10/24/2012	3.99	1	SH	MH	N	N	N	0	0	0	N	N	(NOTE: Exceed orders for CAPTAIN AMERICA #10 (FEB120584) with orders for Captain America #18 reg cvr, and this variant is order all you want.)	30	Brubaker, Ed	Eaton, Scot	Keown, Dale
AUG120613	STK474689			CAPTAIN AMERICA #19	CAPTAIN AMERICA		129063	19	0			3.99	MARVEL COMICS	75960607613001911			0	0	0	D4	10	10/1/2012	Y	10/24/2012	3.99	1	SH	MH	N	N	N	0	0	0	N	N		31	Brubaker, Ed	Eaton, Scot	Epting, Steve
AUG120614	STK475247			CAPTAIN AMERICA #19 FINAL ISSUE VAR	CAPTAIN AMERICA	FINAL ISSUE VAR	129063	19	1			3.99	MARVEL COMICS	75960607613001921			0	0	0	D4	10	10/1/2012	Y	10/24/2012	3.99	1	SH	MH	N	N	N	0	0	0	N	N	(NOTE: Exceed orders for CAPTAIN AMERICA #10 (FEB120584) with orders for Captain America #19 reg cvr, and this variant is order all you want.)	31	Brubaker, Ed	Eaton, Scot	Epting, Steve
AUG120615	STK474682			MIGHTY THOR #21	MIGHTY THOR		128669	21	0			3.99	MARVEL COMICS	75960607526302111			0	0	0	D4	10	9/24/2012	Y	10/17/2012	3.99	1	SH	MH	N	N	N	0	0	0	N	N		32	Fraction, Matt	Davis, Alan	Davis, Alan
AUG120616	STK475314			MIGHTY THOR #21 KOMEN VAR	MIGHTY THOR	KOMEN VAR	128669	21	1			3.99	MARVEL COMICS	75960607526302121			0	0	0	D4	10	9/24/2012	Y	10/17/2012	3.99	1	SH	MH	N	N	N	0	0	0	N	N	(NOTE: Exceed orders for MIGHTY THOR #16 (APR120633) with orders for Mighty Thor #21 reg cvr, and this variant is order all you want.)	32	Fraction, Matt	Davis, Alan	Davis, Alan
AUG120617	STK474707			MIGHTY THOR #22	MIGHTY THOR		128669	22	0			3.99	MARVEL COMICS	75960607526302211			0	0	0	D4	10	10/8/2012	Y	10/31/2012	3.99	1	SH	MH	N	N	N	0	0	0	N	N		33	Fraction, Matt	Davis, Alan	Davis, Alan
AUG120618	STK475267			MIGHTY THOR #22 FINAL ISSUE VAR	MIGHTY THOR	FINAL ISSUE VAR	128669	22	1			3.99	MARVEL COMICS	75960607526302221			0	0	0	D4	10	10/8/2012	Y	10/31/2012	3.99	1	SH	MH	N	N	N	0	0	0	N	N	(NOTE: Exceed orders for MIGHTY THOR #16 (APR120633) with orders for Mighty Thor #22 reg cvr, and this variant is order all you want.)	33	Fraction, Matt	Davis, Alan	Davis, Alan
AUG120619	STK474694			JOURNEY INTO MYSTERY #645	JOURNEY INTO MYSTERY		20111	645	0			2.99	MARVEL COMICS	75960605673664511			0	0	0	D4	10	10/1/2012	Y	10/24/2012	2.99	1	SH	MH	N	N	N	0	0	0	N	N		34	Gillen, Kieron	Giandomenico, Carmine Di	Davis, Alan
AUG120620	STK474663			INCREDIBLE HULK #15	INCREDIBLE HULK		129465	15	0			3.99	MARVEL COMICS	75960607292701511			0	0	0	D4	10	9/17/2012	Y	10/10/2012	3.99	1	SH	MH	N	N	N	0	0	0	N	N		35	Aaron, Jason	Palo, Jefte	Garney, Ron
AUG120621	STK475256			INCREDIBLE HULK #15 FINAL ISSUE VAR	INCREDIBLE HULK	FINAL ISSUE VAR	129465	15	1			3.99	MARVEL COMICS	75960607292701521			0	0	0	D4	10	9/17/2012	Y	10/10/2012	3.99	1	SH	MH	N	N	N	0	0	0	N	N	(NOTE: Exceed orders for INCREDIBLE HULK #8 (MAR120594) with orders for Incredible Hulk #15 reg cvr, and this variant is order all you want.)	35	Aaron, Jason	Palo, Jefte	Garney, Ron
AUG120622	STK474649			INVINCIBLE IRON MAN #526	INVINCIBLE IRON MAN		23770	526	0			2.99	MARVEL COMICS	75960606427452611			0	0	0	D4	10	9/17/2012	Y	10/10/2012	2.99	1	SH	MH	N	N	N	0	0	0	N	N		36	Fraction, Matt	Larroca, Salvador	Larroca, Salvador
AUG120623	STK475257			INVINCIBLE IRON MAN #526 COLLAGE VAR	INVINCIBLE IRON MAN	COLLAGE VAR	23770	526	1			2.99	MARVEL COMICS	75960606427452631			0	0	0	D4	10	9/17/2012	Y	10/10/2012	2.99	1	SH	MH	N	N	N	0	0	0	N	N	(NOTE: You may order 1 variant for every 50 regular you purchase.)	36	Fraction, Matt	Larroca, Salvador	Larroca, Salvador
AUG120624	STK475316			INVINCIBLE IRON MAN #526 KOMEN VAR	INVINCIBLE IRON MAN	KOMEN VAR	23770	526	2			2.99	MARVEL COMICS	75960606427452621			0	0	0	D4	10	9/17/2012	Y	10/10/2012	2.99	1	SH	MH	N	N	N	0	0	0	N	N	(NOTE: Exceed orders for INVINCIBLE IRON MAN #520 (MAY120683) with orders forInvincible Iron Man #526 reg cvr, and this variant is order all you want.)	36	Fraction, Matt	Larroca, Salvador	Larroca, Salvador
AUG120625	STK474681			INVINCIBLE IRON MAN #527	INVINCIBLE IRON MAN		23770	527	0			3.99	MARVEL COMICS	75960606427452711			0	0	0	D4	10	10/1/2012	Y	10/24/2012	3.99	1	SH	MH	N	N	N	0	0	0	N	N		37	Fraction, Matt	Larroca, Salvador	Larroca, Salvador
AUG120626	STK475258			INVINCIBLE IRON MAN #527 FINAL ISSUE VAR	INVINCIBLE IRON MAN	FINAL ISSUE VAR	23770	527	1			3.99	MARVEL COMICS	75960606427452721			0	0	0	D4	10	10/1/2012	Y	10/24/2012	3.99	1	SH	MH	N	N	N	0	0	0	N	N	(NOTE: Exceed orders for INVINCIBLE IRON MAN #520 (MAY120683) with orders for Invincible Iron Man #527 reg cvr, and this variant is order all you want.)	37	Fraction, Matt	Larroca, Salvador	Larroca, Salvador
AUG120627	STK474646			DEFENDERS #11	DEFENDERS		129674	11	0			3.99	MARVEL COMICS	75960607674101111			0	0	0	D4	10	9/10/2012	Y	10/3/2012	3.99	1	SH	MH	N	N	N	0	0	0	N	N		38	Fraction, Matt	Mckelvie, Jamie	Quinones, Joe
AUG120628	STK475099			RED SHE-HULK #58	RED SHE-HULK		22120	58	0			2.99	MARVEL COMICS	75960605992805811			0	0	0	D4	10	9/10/2012	Y	10/3/2012	2.99	1	SH	MH	N	N	N	0	0	0	N	N		39	Parker, Jeff	Pagulayan, Carlo	Pagulayan, Carlo
AUG120629	STK475264			RED SHE-HULK #58 HORN VAR	RED SHE-HULK	HORN VAR	22120	58	1			2.99	MARVEL COMICS	75960605992805821			0	0	0	D4	10	9/10/2012	Y	10/3/2012	2.99	1	SH	MH	N	N	N	0	0	0	N	N	(NOTE: You may order 1 variant for every 50 regular you purchase.)	39	Parker, Jeff	Pagulayan, Carlo	Horn, Greg
AUG120630	STK475265			RED SHE-HULK #58 MCGUINNESS VAR	RED SHE-HULK	MCGUINNESS VAR	22120	58	2			2.99	MARVEL COMICS	75960605992805831			0	0	0	D4	10	9/10/2012	Y	10/3/2012	2.99	1	SH	MH	N	N	N	0	0	0	N	N	(NOTE: You may order 1 variant for every 20 regular you purchase.)	39	Parker, Jeff	Pagulayan, Carlo	McGuinness, Ed
AUG120631	STK474662			FANTASTIC FOUR #611	FANTASTIC FOUR		15057	611	0			2.99	MARVEL COMICS	75960604456661111			0	0	0	D4	10	9/17/2012	Y	10/10/2012	2.99	1	SH	MH	N	N	N	0	0	0	N	N		40	Hickman, Jonathan	Stegman, Ryan	Stegman, Ryan
AUG120632	STK475315			FANTASTIC FOUR #611 KOMEN VAR	FANTASTIC FOUR	KOMEN VAR	15057	611	2			2.99	MARVEL COMICS	75960604456661131			0	0	0	D4	10	9/17/2012	Y	10/10/2012	2.99	1	SH	MH	N	N	N	0	0	0	N	N	(NOTE: Exceed orders for FANTASTIC FOUR #605 (FEB120592) with orders for Fantastic Four #611 reg cvr, and this variant is order all you want.)	40	Hickman, Jonathan	Stegman, Ryan	Stegman, Ryan
AUG120633	STK475251			FANTASTIC FOUR #611 FINAL ISSUE VAR	FANTASTIC FOUR	FINAL ISSUE VAR	15057	611	1			2.99	MARVEL COMICS	75960604456661121			0	0	0	D4	10	9/17/2012	Y	10/10/2012	2.99	1	SH	MH	N	N	N	0	0	0	N	N	(NOTE: Exceed orders for FANTASTIC FOUR #605 (FEB120592) with orders for Fantastic Four #611 reg cvr, and this variant is order all you want.)	40	Hickman, Jonathan	Stegman, Ryan	Stegman, Ryan
AUG120634	STK474692			FF #23	FF		128549	23	0			2.99	MARVEL COMICS	75960607495202311			0	0	0	D4	10	10/1/2012	Y	10/24/2012	2.99	1	SH	MH	N	N	N	0	0	0	N	N		41	Hickman, Jonathan	Dragotta, Nick	Stegman, Ryan
AUG120635	STK475252			FF #23 FINAL ISSUE VAR	FF	FINAL ISSUE VAR	128549	23	1			2.99	MARVEL COMICS	75960607495202321			0	0	0	D4	10	10/1/2012	Y	10/24/2012	2.99	1	SH	MH	N	N	N	0	0	0	N	N	(NOTE: Exceed orders for FF #12 (SEP110556) with orders for FF # 23 reg cvr, and this variant is order all you want.)	41	Hickman, Jonathan	Dragotta, Nick	Stegman, Ryan
AUG120636	STK474678			DAREDEVIL #19	DAREDEVIL		129054	19	0			2.99	MARVEL COMICS	75960607424201911			0	0	0	D4	200	9/24/2012	Y	10/17/2012	2.99	1	SH	MH	N	N	N	0	0	0	N	N		42	Waid, Mark	Samnee, Chris	Rivera, Paolo
AUG120637	STK474731			DAREDEVIL END OF DAYS #1 (OF 8)	DAREDEVIL END OF DAYS		130740	1	0		8	3.99	MARVEL COMICS	75960606046700111			0	0	0	D4	10	9/10/2012	Y	10/3/2012	3.99	1	SH	MH	N	N	N	0	0	0	N	N		43	Bendis, Brian Michael	Janson, Klaus	Maleev, Alex
AUG120638	STK475249			DAREDEVIL END OF DAYS #1 (OF 8) MACK VAR	DAREDEVIL END OF DAYS	MACK VAR	130740	1	2		8	3.99	MARVEL COMICS	75960606046700121			0	0	0	D4	10	9/10/2012	Y	10/3/2012	3.99	1	SH	MH	N	N	N	0	0	0	N	N	(NOTE: You may order 1 variant for every 30 regular you purchase.)	43	Bendis, Brian Michael	Janson, Klaus	Mack, David
AUG120639	STK475248			DAREDEVIL END OF DAYS #1 (OF 8) COLLAGE VAR	DAREDEVIL END OF DAYS	COLLAGE VAR	130740	1	1		8	3.99	MARVEL COMICS	75960606046700141			0	0	0	D4	10	9/10/2012	Y	10/3/2012	3.99	1	SH	MH	N	N	N	0	0	0	N	N	(NOTE: You may order 1 variant for every 50 regular you purchase.)	43	Bendis, Brian Michael	Janson, Klaus	Maleev, Alex
AUG120640	STK475250			DAREDEVIL END OF DAYS #1 (OF 8) VAR	DAREDEVIL END OF DAYS	VAR	130740	1	3		8	3.99	MARVEL COMICS	75960606046700131			0	0	0	D4	10	9/10/2012	Y	10/3/2012	3.99	1	SH	MH	N	N	N	0	0	0	N	N	(NOTE: You may order 1 variant for every 25 regular you purchase.)	43	Bendis, Brian Michael	Janson, Klaus	Maleev, Alex
AUG120641	STK475101			MARVEL ZOMBIES HALLOWEEN	MARVEL ZOMBIES HALLOWEEN		0		0			3.99	MARVEL COMICS	75960607851600111			0	0	0	D4	10	9/24/2012	Y	10/17/2012	3.99	1	SH	MH	N	N	N	0	0	0	N	N		44	Van Lente, Fred	Vitti, Alessandro	Fancavilla, Francesco
